,tmpf,relh,sknt,alti,vsby,skyl1
26773,87.8,37.9,4.0,29.97,6.21,3000.0
12957,57.2,87.74,1.0,30.09,4.97,2000.0
16721,68.0,93.97,0.0,29.83,6.21,2000.0
8108,66.2,93.92,2.0,29.85,6.21,1500.0
33300,71.6,73.27,7.0,29.94,6.21,3000.0
25501,68.0,82.86,3.0,29.91,1.86,1300.0
23407,60.8,87.92,2.0,30.09,4.97,3000.0
12312,64.4,88.09,4.0,30.21,1.86,1200.0
25653,73.4,83.21,6.0,29.88,6.21,4000.0
12535,82.4,51.21,3.0,30.03,6.21,3000.0
35440,82.4,34.69,5.0,30.0,6.21,4000.0
10232,69.8,94.01,0.0,29.94,4.97,1700.0
7630,64.4,93.88,3.0,29.85,4.35,1500.0
32474,69.8,68.55,11.0,30.06,6.21,3000.0
6220,75.2,60.9,16.0,30.15,6.21,3000.0
39353,68.0,59.97,15.0,29.97,6.21,4000.0
24737,95.0,24.89,3.0,29.77,6.21,4000.0
9604,82.4,45.07,11.0,29.94,6.21,2000.0
20661,66.2,82.74,2.0,30.09,6.21,2500.0
33860,73.4,88.51,2.0,30.03,4.35,500.0
15471,69.8,100.0,3.0,30.0,3.11,600.0
27939,71.6,88.43,2.0,30.0,6.21,3500.0
30612,69.8,56.38,4.0,30.36,6.21,3000.0
20477,66.2,93.92,2.0,29.97,4.35,2000.0
7342,59.0,87.83,0.0,30.06,4.97,1200.0
7440,64.4,100.0,5.0,29.74,3.73,600.0
2406,68.0,93.97,3.0,29.97,4.97,1500.0
15043,66.2,82.74,4.0,30.03,3.11,1700.0
22493,55.4,93.65,8.0,30.18,2.49,1800.0
15809,78.8,69.52,13.0,29.77,6.21,2500.0
14603,57.2,87.74,6.0,30.27,6.21,3000.0
36216,62.6,72.38,3.0,30.06,6.21,3000.0
16477,77.0,61.13,5.0,29.85,6.21,3000.0
12076,64.4,72.56,5.0,30.3,3.73,2000.0
29828,82.4,26.49,5.0,30.15,6.21,4000.0
27217,69.8,88.34,4.0,30.0,6.21,4500.0
23629,82.4,48.05,3.0,29.88,4.97,3000.0
20735,64.4,88.09,2.0,30.06,6.21,2000.0
18757,71.6,100.0,0.0,29.97,6.21,500.0
37718,59.0,38.56,6.0,30.3,6.21,3000.0
32430,66.2,68.15,5.0,30.0,6.21,3500.0
28463,64.4,77.45,4.0,30.12,6.21,4000.0
36598,57.2,100.0,2.0,30.18,0.99,200.0
26549,68.0,82.86,6.0,30.06,6.21,2200.0
29429,78.8,34.13,2.0,30.0,6.21,3000.0
28179,77.0,57.36,11.0,30.0,6.21,4500.0
34040,91.4,29.72,2.0,29.91,6.21,4000.0
19113,71.6,100.0,2.0,30.0,6.21,2000.0
21155,55.4,87.65,3.0,30.24,1.24,300.0
16311,84.2,51.47,6.0,30.0,6.21,3000.0
37776,69.8,46.16,4.0,30.24,3.73,3000.0
17177,71.6,94.06,1.0,29.94,3.11,2000.0
23533,77.0,61.13,6.0,30.15,6.21,2000.0
18355,71.6,94.06,1.0,30.0,4.97,2000.0
4982,75.2,38.46,6.0,30.33,6.21,4000.0
15557,69.8,82.98,3.0,29.97,6.21,2000.0
22709,64.4,88.09,3.0,30.18,3.73,1500.0
26707,77.0,61.13,8.0,29.85,6.21,4500.0
18855,66.2,100.0,1.0,30.12,6.21,1200.0
25795,73.4,73.44,6.0,30.0,6.21,2100.0
32964,87.8,43.07,7.0,29.88,6.21,3000.0
3642,57.2,93.69,2.0,30.21,2.49,1600.0
15643,68.0,56.13,9.0,30.12,6.21,1000.0
16507,64.4,100.0,2.0,30.06,6.21,1000.0
34968,69.8,88.34,7.0,30.0,2.49,2000.0
25907,69.8,94.01,3.0,30.0,2.49,600.0
544,66.2,93.92,2.0,30.0,3.73,500.0
18387,86.0,55.04,10.0,29.97,6.21,4000.0
39088,62.6,82.5,2.0,30.12,6.21,2000.0
17747,69.8,100.0,4.0,30.21,4.97,1500.0
23427,68.0,68.35,2.0,30.06,6.21,3000.0
33526,80.6,61.58,4.0,29.94,6.21,3500.0
12977,62.6,77.29,0.0,30.09,6.21,3000.0
3168,64.4,88.09,4.0,29.88,6.21,3000.0
24769,68.0,82.86,5.0,30.06,6.21,1900.0
37092,60.8,67.54,5.0,30.15,6.21,2000.0
16911,77.0,65.12,2.0,30.12,4.35,2000.0
34478,82.4,54.55,15.0,29.94,6.21,4000.0
22319,66.2,63.82,2.0,30.27,6.21,3000.0
40335,73.4,73.44,3.0,29.83,6.21,4000.0
25237,69.8,60.21,0.0,30.06,6.21,3000.0
2766,68.0,93.97,6.0,30.09,3.11,1000.0
6206,62.6,88.0,4.0,30.21,6.21,3000.0
10106,71.6,88.43,3.0,30.03,4.35,1200.0
29471,64.4,82.62,3.0,30.21,6.21,3000.0
14705,59.0,93.74,2.0,30.12,3.73,2000.0
28089,69.8,68.55,2.0,30.18,6.21,2000.0
27581,66.2,88.18,5.0,30.03,2.49,2000.0
27685,77.0,44.25,3.0,30.09,6.21,3000.0
33468,77.0,69.33,4.0,29.91,6.21,4000.0
19175,82.4,69.9,3.0,29.91,6.21,3000.0
27571,68.0,77.75,9.0,30.09,6.21,1900.0
38923,73.4,60.67,6.0,30.03,4.97,3000.0
14617,77.0,47.25,3.0,30.18,6.21,3000.0
23839,59.0,93.74,3.0,30.15,4.35,1500.0
11462,84.2,42.52,1.0,30.09,6.21,4000.0
14933,68.0,82.86,4.0,30.03,6.21,4000.0
23239,62.6,93.83,1.0,30.03,4.35,900.0
32744,64.4,77.45,0.0,30.09,6.21,3000.0
16739,77.0,47.25,7.0,29.91,6.21,3000.0
12224,75.2,41.14,3.0,30.18,6.21,3000.0
37450,64.4,72.56,5.0,30.09,3.73,2000.0
39043,64.4,77.45,7.0,30.15,6.21,1800.0
23293,64.4,77.45,7.0,30.36,6.21,1500.0
32334,68.0,77.75,9.0,30.12,3.11,1300.0
15359,69.8,94.01,2.0,30.0,3.11,600.0
39229,82.4,45.07,3.0,29.97,6.21,3000.0
3978,55.4,93.65,0.0,30.09,5.59,3000.0
20777,78.8,44.52,3.0,29.94,6.21,3000.0
2910,64.4,88.09,5.0,30.24,3.73,800.0
11604,84.2,42.52,4.0,30.09,6.21,4000.0
15483,73.4,83.21,5.0,29.97,6.21,2000.0
4644,75.2,41.14,4.0,30.21,6.21,4000.0
30996,59.0,67.33,10.0,30.27,6.21,2300.0
3558,66.2,82.74,4.0,30.12,6.21,4000.0
39760,59.0,93.74,3.0,30.15,2.49,1500.0
31784,86.0,40.14,3.0,29.91,6.21,3000.0
31686,82.4,30.35,3.0,29.85,6.21,3000.0
3002,66.2,93.92,0.0,30.12,3.11,800.0
9844,73.4,88.51,6.0,29.91,6.21,2000.0
27605,66.2,93.92,2.0,30.0,3.73,1700.0
32530,78.8,65.33,8.0,29.94,4.97,4000.0
29459,62.6,93.83,2.0,30.18,2.49,800.0
34164,69.8,94.01,2.0,29.91,3.73,3000.0
21879,66.2,45.6,7.0,30.33,6.21,3000.0
15237,91.4,40.96,7.0,29.94,6.21,3000.0
27839,68.0,82.86,6.0,30.09,6.21,3000.0
37705,41.0,80.93,2.0,30.3,6.21,3000.0
23057,77.0,38.74,4.0,30.18,6.21,3000.0
9306,71.6,83.09,5.0,29.97,6.21,1500.0
20439,73.4,64.69,5.0,30.06,6.21,3000.0
40109,78.8,61.36,6.0,29.83,6.21,4000.0
26595,62.6,88.0,6.0,29.91,6.21,3000.0
38692,75.2,57.12,7.0,30.06,6.21,3500.0
3336,66.2,93.92,6.0,30.12,5.59,700.0
31164,80.6,44.8,2.0,30.21,6.21,3000.0
5748,62.6,82.5,11.0,30.3,6.21,1500.0
10892,78.8,65.33,9.0,29.85,6.21,3000.0
16881,87.8,33.29,4.0,30.06,6.21,4000.0
4392,68.0,52.51,5.0,30.33,6.21,2000.0
30018,68.0,42.85,5.0,30.0,6.21,3000.0
16313,77.0,69.33,10.0,30.0,6.21,3000.0
40278,73.4,56.88,8.0,29.94,6.21,4000.0
15173,69.8,88.34,3.0,30.0,2.49,2000.0
19275,66.2,93.92,4.0,30.03,1.55,600.0
33298,82.4,54.55,7.0,29.85,6.21,3000.0
31590,62.6,77.29,9.0,30.24,6.21,3000.0
9654,77.0,78.48,3.0,29.97,6.21,4400.0
4278,60.8,82.37,2.0,30.21,6.21,2500.0
23607,95.0,13.46,12.0,29.8,6.21,3000.0
30410,68.0,56.13,9.0,30.12,6.21,3000.0
2048,64.4,93.88,3.0,30.03,3.73,1500.0
37974,60.8,77.14,4.0,30.21,6.21,3000.0
4202,66.2,68.15,4.0,30.33,5.59,2000.0
28657,60.8,87.92,0.0,30.09,3.11,2000.0
1988,78.8,61.36,16.0,30.0,6.21,2000.0
30368,80.6,28.08,1.0,30.12,6.21,3000.0
15207,62.6,100.0,3.0,29.7,0.06,100.0
25673,80.6,61.58,12.0,29.97,6.21,2500.0
9698,71.6,88.43,8.0,30.06,6.21,800.0
17559,69.8,88.34,2.0,30.09,6.21,4000.0
10564,71.6,88.43,4.0,30.0,6.21,2000.0
12627,60.8,87.92,3.0,30.36,6.21,700.0
17835,86.0,62.25,6.0,29.97,6.21,3000.0
2518,75.2,60.9,5.0,30.0,6.21,3000.0
18637,69.8,100.0,4.0,30.03,6.21,4000.0
4174,51.8,100.0,4.0,30.33,1.55,200.0
36726,60.8,100.0,2.0,30.0,0.99,200.0
19215,73.4,100.0,1.0,29.91,3.11,3000.0
25393,69.8,73.09,4.0,30.0,6.21,2000.0
31386,71.6,78.04,0.0,30.12,2.49,3000.0
6606,68.0,77.75,2.0,30.12,6.21,2000.0
1854,64.4,93.88,0.0,30.12,6.21,1200.0
13375,78.8,34.13,4.0,30.21,6.21,3000.0
12164,59.0,93.74,3.0,30.3,6.21,2000.0
35128,87.8,43.07,2.0,30.0,4.35,3000.0
13199,57.2,87.74,8.0,30.12,3.11,1300.0
38148,75.2,41.14,5.0,30.18,6.21,3000.0
23861,60.8,82.37,5.0,30.06,6.21,2000.0
22109,48.2,100.0,0.0,30.33,6.21,3000.0
18813,77.0,78.48,2.0,30.06,6.21,1300.0
22867,82.4,26.49,5.0,30.0,6.21,4000.0
30860,77.0,50.43,9.0,29.94,4.35,4000.0
17223,68.0,93.97,2.0,30.06,6.21,1800.0
15141,69.8,82.98,4.0,30.09,6.21,2000.0
31252,64.4,82.62,3.0,30.24,4.35,1300.0
34352,68.0,93.97,5.0,29.94,6.21,500.0
30088,59.0,82.25,0.0,30.12,6.21,3000.0
6800,68.0,72.92,13.0,30.18,6.21,1900.0
33906,87.8,45.88,7.0,29.97,6.21,4000.0
13863,57.2,93.69,5.0,30.18,6.21,1000.0
30902,64.4,88.09,5.0,30.06,4.35,4000.0
13611,62.6,82.5,2.0,30.24,6.21,3000.0
26103,91.4,31.72,0.0,29.85,6.21,4000.0
7654,66.2,100.0,5.0,29.91,3.73,1000.0
1618,73.4,88.51,2.0,29.97,6.21,3000.0
38208,89.6,15.92,3.0,29.91,6.21,3000.0
16145,77.0,65.12,5.0,30.0,6.21,2000.0
16237,84.2,58.32,6.0,29.94,6.21,4000.0
5264,71.6,49.64,5.0,30.18,6.21,3000.0
12477,62.6,88.0,4.0,30.12,2.49,600.0
31236,77.0,44.25,3.0,30.18,6.21,3000.0
3522,62.6,93.83,2.0,30.18,1.86,1200.0
21245,55.4,100.0,1.0,30.21,6.21,3000.0
39472,68.0,88.26,2.0,30.24,3.11,1500.0
10648,82.4,54.55,5.0,30.06,6.21,3000.0
2270,68.0,93.97,3.0,30.12,1.86,800.0
6228,60.8,93.79,2.0,30.18,3.73,1500.0
172,71.6,100.0,2.0,30.06,6.21,2000.0
22055,62.6,82.5,0.0,30.06,4.97,2000.0
36509,64.4,77.45,4.0,30.12,6.21,2600.0
27559,68.0,82.86,4.0,30.09,6.21,1500.0
24955,69.8,77.9,14.0,29.94,6.21,2500.0
6224,64.4,88.09,6.0,30.21,4.97,3000.0
19441,69.8,77.9,11.0,30.24,6.21,2500.0
27347,75.2,83.32,9.0,30.0,1.86,1100.0
31932,71.6,56.63,12.0,29.94,6.21,3000.0
25631,68.0,88.26,5.0,29.94,1.86,3000.0
22749,62.6,77.29,6.0,30.27,6.21,2500.0
12134,64.4,72.56,11.0,30.21,6.21,3000.0
34872,73.4,83.21,2.0,30.06,3.11,1300.0
24739,93.2,24.63,0.0,29.8,6.21,4000.0
29175,68.0,68.35,4.0,30.33,4.35,1500.0
36019,62.6,82.5,6.0,30.24,6.21,2300.0
38280,60.8,93.79,3.0,30.27,1.86,800.0
28239,69.8,82.98,3.0,30.09,6.21,4000.0
27235,75.2,73.61,0.0,29.94,6.21,3000.0
18281,62.6,100.0,3.0,29.94,4.97,500.0
10266,75.2,73.61,2.0,30.0,6.21,2000.0
4488,66.2,72.74,8.0,30.27,6.21,3000.0
34438,86.0,45.61,8.0,29.8,6.21,4000.0
6132,66.2,82.74,4.0,30.15,6.21,3000.0
40194,68.0,77.75,5.0,30.09,6.21,1300.0
12603,60.8,82.37,3.0,30.3,6.21,1300.0
32202,77.0,53.8,4.0,29.97,6.21,3000.0
19109,71.6,94.06,3.0,30.03,6.21,3000.0
16619,77.0,69.33,6.0,29.77,6.21,3000.0
3210,60.8,87.92,3.0,30.06,6.21,2000.0
9730,68.0,88.26,2.0,30.15,3.73,1500.0
25529,80.6,44.8,12.0,29.94,6.21,4000.0
38645,68.0,82.86,1.0,30.12,3.73,4000.0
11754,69.8,64.26,4.0,30.12,6.21,3000.0
40012,86.0,40.14,3.0,29.94,6.21,4000.0
29087,68.0,77.75,10.0,30.06,6.21,4000.0
6468,60.8,93.79,3.0,29.83,0.31,100.0
26333,71.6,94.06,0.0,29.94,3.73,1700.0
27995,75.2,78.34,2.0,29.97,2.8,900.0
11280,60.8,87.92,2.0,30.12,6.21,3000.0
7119,78.8,57.6,5.0,29.85,6.21,4000.0
14619,80.6,36.79,2.0,30.12,6.21,3000.0
4834,68.0,59.97,5.0,30.42,6.21,3000.0
22671,82.4,42.25,5.0,30.15,6.21,4000.0
31632,62.6,88.0,2.0,30.21,6.21,2500.0
6764,75.2,60.9,4.0,29.97,6.21,3000.0
32280,93.2,18.8,9.0,29.74,6.21,3500.0
38949,71.6,60.44,14.0,29.97,6.21,4300.0
28099,71.6,56.63,13.0,30.12,6.21,4500.0
34524,69.8,77.9,4.0,30.06,6.21,3000.0
23353,71.6,68.75,4.0,30.24,6.21,3000.0
38060,60.8,77.14,3.0,30.15,6.21,3000.0
13025,59.0,87.83,2.0,30.06,6.21,3000.0
27153,68.0,82.86,2.0,30.06,6.21,1200.0
36061,62.6,77.29,6.0,30.27,6.21,2600.0
31806,73.4,73.44,5.0,30.15,6.21,1600.0
11306,64.4,88.09,4.0,30.09,6.21,2000.0
894,69.8,88.34,2.0,29.94,5.59,500.0
5082,68.0,49.1,7.0,30.06,6.21,4500.0
12861,59.0,87.83,0.0,30.03,3.11,1000.0
9742,77.0,69.33,4.0,30.18,6.21,2500.0
40410,82.4,54.55,2.0,29.85,6.21,4000.0
39801,59.0,76.98,8.0,30.09,6.21,3300.0
12841,59.0,73.91634902609485,4.354721341298522,29.7,5.527848661404284,100.0
5694,75.2,53.55,4.0,30.09,4.35,3000.0
4432,53.6,100.0,3.0,30.45,1.86,500.0
6916,69.8,73.09,8.0,30.09,5.59,2000.0
12034,75.2,35.94,4.0,30.06,6.21,3000.0
37941,57.2,71.83,2.0,30.12,6.21,3000.0
1044,75.2,73.61,7.0,30.0,6.21,3000.0
8589,73.4,78.19,3.0,29.97,4.35,1700.0
27233,75.2,73.61,9.0,29.94,6.21,4000.0
36159,60.8,82.37,10.0,30.18,6.21,3000.0
26315,78.8,73.95,3.0,30.0,6.21,1500.0
16951,95.0,21.79,1.0,30.0,6.21,3000.0
35296,68.0,82.86,4.0,30.12,6.21,1800.0
35347,73.4,64.69,5.0,30.09,3.11,2000.0
14599,59.0,82.25,14.0,30.18,6.21,3000.0
18133,71.6,94.06,0.0,30.03,6.21,2000.0
18821,71.6,100.0,3.0,29.97,6.21,4000.0
40381,73.4,83.21,5.0,29.91,6.21,3000.0
13245,48.2,93.45,1.0,30.27,6.21,2000.0
37102,55.4,76.66,5.0,30.18,6.21,2000.0
26601,66.2,82.74,3.0,29.94,5.59,1300.0
17015,75.2,88.59,2.0,30.12,4.35,1300.0
22835,62.6,59.26,6.0,30.24,6.21,3000.0
21883,66.2,45.6,3.0,30.24,6.21,3000.0
29968,60.8,82.37,8.0,30.15,6.21,2000.0
1890,86.0,48.58,0.0,30.18,6.21,3000.0
28233,82.4,54.55,2.0,30.03,6.21,3000.0
14045,77.0,41.42,2.0,30.06,6.21,3000.0
24577,73.4,68.94,5.0,29.97,6.21,4000.0
17849,68.0,100.0,2.0,30.03,6.21,1300.0
7398,71.6,68.75,4.0,30.03,6.21,2000.0
6994,62.6,82.5,10.0,30.12,6.21,1700.0
24693,71.6,83.09,5.0,29.97,6.21,4000.0
12509,73.4,73.44,3.0,30.12,4.97,4000.0
31640,77.0,57.36,3.0,30.15,6.21,3000.0
13353,82.4,26.49,3.0,30.18,6.21,3000.0
35900,60.8,82.37,3.0,30.21,6.21,3000.0
6700,64.4,93.88,0.0,29.97,3.11,3000.0
2762,64.4,93.88,4.0,29.97,6.21,1500.0
38861,59.0,100.0,2.0,30.12,4.35,300.0
19335,75.2,78.34,0.0,30.12,3.73,1000.0
3120,59.0,82.25,3.0,30.18,6.21,1500.0
37921,59.0,62.92,0.0,30.18,6.21,3000.0
5194,80.6,39.3,3.0,30.06,6.21,3000.0
20103,80.6,65.54,3.0,30.15,6.21,3500.0
18043,75.2,78.34,2.0,30.15,6.21,3000.0
19545,64.4,100.0,4.0,30.03,6.21,2000.0
15735,68.0,88.26,7.0,30.12,5.59,2500.0
3662,57.2,93.69,2.0,30.09,2.49,1000.0
29199,78.8,25.95,7.0,30.18,6.21,4000.0
18531,82.4,65.74,5.0,29.91,6.21,3000.0
730,69.8,94.01,3.0,30.09,6.21,2500.0
36923,64.4,72.56,10.0,30.06,6.21,4500.0
38395,66.2,63.82,1.0,30.09,6.21,4000.0
2190,62.6,88.0,1.0,30.03,6.21,1500.0
15113,66.2,100.0,3.0,30.0,6.21,1100.0
14391,59.0,87.83,4.0,30.3,6.21,3000.0
3896,64.4,88.09,3.0,30.27,3.11,1000.0
36284,59.0,87.83,3.0,30.06,4.97,3000.0
9828,68.0,93.97,0.0,29.91,4.97,400.0
25043,73.4,56.88,7.0,29.97,6.21,2500.0
11344,82.4,42.25,6.0,30.09,6.21,4000.0
17827,69.8,100.0,3.0,30.0,4.97,2000.0
33638,89.6,43.34,12.0,29.88,6.21,4000.0
8010,68.0,82.86,4.0,29.97,6.21,2000.0
6920,75.2,60.9,5.0,30.06,6.21,3000.0
32684,62.6,93.83,5.0,29.91,1.86,2000.0
16069,66.2,100.0,5.0,30.06,0.93,500.0
35252,75.2,53.55,8.0,29.91,6.21,4000.0
18153,78.8,83.55,5.0,29.97,6.21,3000.0
30938,77.0,61.13,11.0,29.91,6.21,4000.0
37758,62.6,63.38,15.0,30.33,6.21,3000.0
11638,66.2,88.18,1.0,30.18,6.21,3000.0
33562,78.8,54.05,9.0,29.94,6.21,3500.0
31070,77.0,27.53,3.0,30.09,6.21,3000.0
5154,57.2,82.12,14.0,30.21,6.21,3000.0
5862,84.2,23.33,3.0,30.15,6.21,3000.0
27071,71.6,94.06,0.0,30.0,6.21,3000.0
9220,71.6,100.0,3.0,29.91,1.86,1200.0
10344,77.0,78.48,5.0,29.83,6.21,3000.0
33566,71.6,73.27,10.0,29.94,6.21,2300.0
35946,60.8,93.79,3.0,30.18,2.17,500.0
10672,84.2,58.32,3.0,30.06,6.21,4500.0
20093,69.8,88.34,4.0,30.12,6.21,1700.0
18937,71.6,94.06,4.0,30.06,6.21,3000.0
26317,82.4,61.81,2.0,30.0,6.21,3000.0
28359,73.4,73.44,5.0,30.09,6.21,1300.0
35364,64.4,93.88,2.0,30.12,3.73,800.0
10314,80.6,61.58,4.0,29.91,6.21,3000.0
13409,62.6,72.38,3.0,30.15,6.21,3000.0
10016,68.0,93.97,2.0,30.03,2.49,800.0
10340,91.4,40.96,7.0,29.77,6.21,3000.0
20281,73.4,73.44,2.0,30.06,6.21,4000.0
18413,69.8,82.98,12.0,30.06,6.21,2000.0
4608,57.2,87.74,0.0,30.27,6.21,3000.0
12020,55.4,87.65,0.0,30.12,6.21,3000.0
27503,66.2,82.74,6.0,30.09,6.21,1300.0
7234,78.8,44.52,4.0,30.09,6.21,3000.0
10218,84.2,62.03,5.0,29.88,6.21,2500.0
14123,60.8,77.14,4.0,30.33,6.21,2500.0
33940,84.2,48.32,3.0,30.09,6.21,4000.0
20805,69.8,77.9,4.0,29.88,6.21,4900.0
29814,75.2,43.97,3.0,30.15,6.21,3000.0
23501,66.2,77.6,6.0,30.15,5.59,1700.0
3344,68.0,93.97,3.0,30.03,3.11,500.0
21499,73.4,56.88,2.0,30.3,6.21,3000.0
32218,71.6,73.27,2.0,29.94,6.21,1500.0
32262,91.4,24.37,12.0,29.7,6.21,4000.0
1710,71.6,88.43,5.0,30.09,6.21,2500.0
5980,82.4,32.46,5.0,30.09,6.21,3000.0
8080,69.8,88.34,0.0,29.85,6.21,3000.0
36139,59.0,82.25,9.0,30.21,6.21,3000.0
11876,66.2,88.18,3.0,30.06,4.97,3000.0
4208,66.2,63.82,2.0,30.24,6.21,3000.0
33554,66.2,82.74,3.0,29.97,6.21,4000.0
31770,73.4,73.44,2.0,29.94,3.73,3000.0
6152,82.4,37.07,10.0,30.09,6.21,3000.0
40129,73.4,68.94,13.0,29.83,4.97,4500.0
13987,50.0,93.5,3.0,30.21,4.97,3000.0
12166,60.8,82.37,1.0,30.27,3.73,2000.0
13867,59.0,87.83,4.0,30.18,6.21,1100.0
34340,71.6,88.43,4.0,30.0,4.35,700.0
40609,69.8,77.9,2.0,29.91,6.21,4000.0
5292,77.0,50.43,4.0,30.09,6.21,3000.0
6620,66.2,88.18,2.0,30.12,4.97,1500.0
19587,69.8,77.9,2.0,29.97,6.21,3000.0
14891,68.0,88.26,2.0,29.97,6.21,2500.0
14251,60.8,87.92,0.0,30.12,4.97,1200.0
39293,62.6,93.83,6.0,30.03,3.73,1000.0
8228,64.4,88.09,3.0,30.06,3.11,1500.0
2498,66.2,88.18,4.0,30.12,6.21,2000.0
5826,60.8,72.2,6.0,30.24,6.21,3000.0
16713,87.8,40.41,7.0,29.74,6.21,4000.0
15025,89.6,38.18,4.0,29.97,6.21,3000.0
29,75.2,78.34,0.0,29.97,6.21,3000.0
11334,59.0,93.74,0.0,30.12,1.86,700.0
9586,71.6,73.27,2.0,29.97,6.21,2000.0
5610,57.2,87.74,6.0,30.21,6.21,3000.0
5880,62.6,77.29,2.0,30.21,3.73,3000.0
39312,64.4,82.62,11.0,30.12,4.97,1800.0
13531,59.0,87.83,2.0,30.24,6.21,3000.0
11874,66.2,88.18,3.0,30.06,4.97,3000.0
15087,66.2,93.92,2.0,29.97,6.21,1700.0
13437,57.2,82.12,3.0,30.12,6.21,3000.0
36461,80.6,39.3,7.0,29.94,6.21,3500.0
19547,64.4,100.0,3.0,30.03,3.73,1800.0
12416,75.2,69.14,3.0,29.97,4.35,4000.0
37283,55.4,87.65,2.0,30.21,6.21,3000.0
26419,73.4,83.21,9.0,30.0,2.49,1700.0
5238,66.2,68.15,2.0,30.18,6.21,2500.0
5742,71.6,60.44,8.0,30.24,6.21,3000.0
17795,69.8,100.0,3.0,30.06,6.21,4000.0
32186,86.0,33.01,5.0,29.94,6.21,4000.0
33868,87.8,45.88,5.0,29.94,6.21,3000.0
11,75.2,88.59,4.0,30.03,6.21,3000.0
32990,73.4,83.21,2.0,30.03,6.21,1100.0
10054,86.0,55.04,9.0,29.91,6.21,3500.0
22387,75.2,46.98,2.0,30.15,4.97,3000.0
38102,69.8,60.21,5.0,30.18,6.21,3000.0
19565,68.0,100.0,4.0,30.03,6.21,2300.0
15687,64.4,77.45,5.0,30.12,6.21,1700.0
19227,75.2,83.32,6.0,29.88,6.21,1500.0
13203,57.2,71.83,7.0,30.21,6.21,2300.0
13325,69.8,64.26,5.0,30.24,6.21,3000.0
35349,71.6,68.75,3.0,30.06,4.35,3000.0
29876,60.8,67.54,2.0,30.06,6.21,3000.0
23013,60.8,72.2,5.0,30.3,6.21,2000.0
40644,66.2,82.74,7.0,30.03,6.21,3000.0
6750,75.2,69.14,2.0,30.06,5.59,3000.0
13015,77.0,57.36,3.0,30.06,6.21,3000.0
3902,69.8,68.55,7.0,30.21,6.21,3000.0
32542,73.4,78.19,3.0,30.03,3.73,1400.0
30932,69.8,73.09,0.0,30.0,6.21,3000.0
20295,82.4,65.74,3.0,30.06,6.21,4000.0
9770,71.6,78.04,10.0,30.18,6.21,2500.0
7782,82.4,51.21,7.0,30.0,6.21,3000.0
16321,69.8,88.34,5.0,30.0,6.21,3000.0
38985,77.0,61.13,5.0,29.94,4.97,3000.0
25199,68.0,77.75,3.0,30.03,6.21,2500.0
5794,64.4,77.45,11.0,30.3,6.21,3000.0
7456,64.4,82.62,4.0,29.85,6.21,1700.0
35564,64.4,82.62,4.0,30.03,6.21,3000.0
6986,64.4,93.88,3.0,30.06,1.24,1000.0
16457,68.0,93.97,3.0,29.97,6.21,2000.0
10168,78.8,73.95,4.0,29.91,6.21,2000.0
34790,68.0,88.26,5.0,30.0,6.21,4500.0
6080,86.0,27.03,5.0,30.09,6.21,3000.0
30840,82.4,37.07,4.0,30.0,6.21,3000.0
27135,71.6,83.09,4.0,30.03,2.49,600.0
20299,82.4,58.08,3.0,30.0,6.21,3000.0
36907,57.2,93.69,1.0,30.06,2.49,3000.0
30738,59.0,76.98,2.0,30.3,6.21,3000.0
36556,59.0,87.83,1.0,30.18,4.97,3000.0
12601,59.0,87.83,3.0,30.27,4.35,1000.0
10960,82.4,54.55,3.0,30.03,6.21,3000.0
32276,82.4,37.07,9.0,29.8,6.21,3000.0
9440,69.8,82.98,4.0,29.88,6.21,4000.0
20757,69.8,60.21,2.0,30.03,6.21,3000.0
13401,80.6,39.3,2.0,30.15,6.21,3000.0
1162,71.6,83.09,0.0,30.03,6.21,3000.0
39516,68.0,77.75,13.0,30.09,6.21,2500.0
29409,77.0,27.53,6.0,30.06,6.21,3000.0
18311,80.6,57.84,3.0,30.03,6.21,3000.0
14837,69.8,60.21,9.0,30.0,6.21,3000.0
35793,75.2,60.9,11.0,29.94,6.21,4000.0
28973,62.6,72.38,11.0,30.21,6.21,4000.0
27043,77.0,69.33,5.0,29.88,6.21,4000.0
34336,68.0,93.97,2.0,29.97,3.11,600.0
9460,73.4,68.94,11.0,29.88,6.21,3000.0
34906,69.8,88.34,2.0,30.06,4.97,500.0
32608,73.4,78.19,10.0,29.88,6.21,4000.0
22417,59.0,93.74,0.0,30.15,4.35,2000.0
4692,55.4,81.99,9.0,30.27,6.21,2000.0
4936,73.4,46.71,3.0,30.3,6.21,3000.0
39524,69.8,68.55,7.0,30.12,6.21,2300.0
24563,78.8,50.69,7.0,30.03,6.21,2500.0
38622,71.6,64.48,1.0,29.94,6.21,3000.0
5076,75.2,46.98,16.0,29.91,6.21,4000.0
3394,62.6,88.0,3.0,30.15,6.21,2000.0
18755,71.6,100.0,0.0,30.0,6.21,1500.0
20843,64.4,77.45,2.0,30.15,6.21,3000.0
11022,66.2,93.92,0.0,30.09,6.21,2000.0
11100,73.4,73.44,3.0,30.21,6.21,3000.0
27825,69.8,77.9,6.0,30.09,6.21,1400.0
8937,71.6,78.04,4.0,29.97,6.21,2000.0
13011,60.8,93.79,3.0,30.12,0.62,400.0
39601,62.6,93.83,4.0,29.97,6.21,1500.0
25303,69.8,94.01,0.0,29.91,2.49,800.0
17409,77.0,83.44,6.0,30.0,6.21,2000.0
